Pakirno_st,Dvodelnost,Ravninski,St_povezav,Gostota,Povp_stopnja,Zgoscenost,Povp_razdalja,Najdaljsa_pot,Premer
5,False,True,18,0.857,2.571,0.143,2.736,13,7
5,False,True,18,0.857,2.571,0.262,3.648,13,8
5,False,True,18,0.857,2.571,0.286,3.363,12,8
5,False,True,18,0.857,2.571,0.333,3.67,13,9
5,False,True,18,0.857,2.571,0.333,3.824,13,9
5,False,False,18,0.857,2.571,0.0,2.462,13,5
5,False,True,18,0.857,2.571,0.071,2.758,13,7
5,False,True,18,0.857,2.571,0.071,2.593,13,6
5,False,False,18,0.857,2.571,0.0,2.451,13,5
5,False,True,18,0.857,2.571,0.143,2.67,13,6
5,False,True,18,0.857,2.571,0.167,2.978,13,7
5,False,True,18,0.857,2.571,0.119,2.681,13,6
5,False,True,18,0.857,2.571,0.119,2.593,13,5
5,False,True,18,0.857,2.571,0.143,3.297,12,8
5,False,True,18,0.857,2.571,0.31,3.231,12,7
5,False,True,17,0.81,2.429,0.0,3.055,12,7
5,False,True,17,0.81,2.429,0.0,2.813,12,6
5,False,True,17,0.81,2.429,0.0,2.989,12,7
5,False,True,17,0.81,2.429,0.0,2.813,12,6
5,False,True,17,0.81,2.429,0.0,2.901,12,6
5,False,True,17,0.81,2.429,0.071,3.011,12,6
5,False,True,17,0.81,2.429,0.0,3.077,12,7
5,False,True,17,0.81,2.429,0.0,3.077,13,8
5,False,True,17,0.81,2.429,0.119,3.275,13,8
5,False,True,17,0.81,2.429,0.119,3.077,12,7
5,False,True,17,0.81,2.429,0.0,2.956,12,7
5,False,True,17,0.81,2.429,0.119,3.154,12,7
5,False,True,17,0.81,2.429,0.0,3.143,11,7
5,False,True,17,0.81,2.429,0.0,2.846,12,7
5,False,True,18,0.857,2.571,0.071,2.901,12,6
5,False,True,18,0.857,2.571,0.0,2.923,13,6
5,False,True,18,0.857,2.571,0.0,2.736,13,6
5,False,True,18,0.857,2.571,0.0,2.868,13,7
5,False,True,18,0.857,2.571,0.0,2.714,13,6
5,False,True,18,0.857,2.571,0.0,2.747,13,6
